,0
232,0.010293229
233,0.007278256
234,0.006620083
235,0.010925681
236,0.011199379
237,0.013707788
238,0.01693069
239,0.011717017
240,0.008950348
241,0.01565654
242,0.0080137765
243,0.011434785
244,0.0061087105
245,0.0054025594
246,0.016834328
247,0.006627001
248,0.0073152045
249,0.015879992
250,0.010216485
251,0.010540762
252,0.0060843285
253,0.0056257667
254,0.01318103
255,0.01301908
256,0.0072240327
257,0.0073294053
258,0.012953322
259,0.009721669
260,0.005698311
261,0.011581542
262,0.0076645818
263,0.012306893
264,0.009766581
265,0.0057674516
266,0.01148421
267,0.013382119
268,0.004965933
269,0.020755926
270,0.010209249
271,0.011434274
272,0.010731113
273,0.003952767
274,0.014327929
275,0.005755376
276,0.014717638
277,0.010499883
278,0.008356367
279,0.0064165173
280,0.013512661
281,0.0056037446
282,0.0059734816
283,0.0070385365
284,0.010846295
285,0.012467452
286,0.0073578143
287,0.010427686
288,0.005738006
289,0.006050666
290,0.016109524
291,0.0044361297
292,0.0077057155
293,0.011137344
294,0.014944294
295,0.0059273485
296,0.012915631
297,0.007789042
298,0.0109827
299,0.010216276
300,0.00747531
301,0.011921566
302,0.012171148
303,0.014609755
304,0.013223716
305,0.010255947
306,0.0061342064
307,0.0058606686
308,0.0063112015
309,0.011769819
310,0.005791203
311,0.0095312325
312,0.0100177685
313,0.016705487
314,0.01724295
315,0.014407757
316,0.014321485
317,0.006684469
318,0.01330095
319,0.010823567
320,0.01092531
321,0.006566749
322,0.006505888
323,0.010169019
324,0.005919544
325,0.010195627
326,0.015190051
327,0.012230783
328,0.01478967
329,0.0106467465
330,0.013327929
331,0.010867636
332,0.01025439
333,0.012112373
334,0.009868103
335,0.013824864
336,0.012902382
337,0.019867523
338,0.014406591
339,0.006162759
340,0.013101389
341,0.0052461782
342,0.016005548
343,0.0042508533
344,0.0057012755
345,0.0140965795
346,0.013419376
347,0.013556573
348,0.018840656
349,0.0070931623
350,0.0059828116
351,0.011183838
352,0.0064205136
353,0.0058586476
354,0.006040168
355,0.016038978
356,0.0052702846
357,0.0074959947
358,0.011342879
359,0.0006746126
360,0.0047012744
361,0.0046419743
362,0.005840134
363,0.00688441
364,0.0054040113
365,0.014977689
366,0.015590337
367,0.010764004
368,0.006514228
369,0.006512723
370,0.014546574
371,0.01710356
372,0.012598048
373,0.008094512
374,0.0074286303
375,0.013227803
376,0.013878328
377,0.010292453
378,0.010215337
379,0.010092707
380,0.014609677
381,0.011395513
382,0.016687024
383,0.010740099
384,0.018773625
385,0.0116197085
386,0.0069174552
387,0.0131619545
388,0.015228449
389,0.005063299
390,0.010112266
391,0.007889337
392,0.010258661
393,0.012159891
394,0.010302619
395,0.012749831
396,0.011317905
397,0.007333326
398,0.019687383
399,0.014764317
400,0.010234551
401,0.010505052
402,0.01762021
403,0.009335911
404,0.009683973
405,0.019867275
406,0.011509604
407,0.012304141
408,0.012340038
409,0.011118247
410,0.007550967
411,0.00768119
412,0.015738579
413,0.017261999
414,0.0143462485
415,0.01082725
416,0.009327651
417,0.0053522354
418,0.0058410745
419,0.0061899247
420,0.0061662234
421,0.014798661
422,0.007838426
423,0.015435456
424,0.011572083
425,0.015805563
426,0.012846149
427,0.013439014
428,0.0068722824
429,0.0114024365
430,0.010391433
431,0.010098697
432,0.006355581
433,0.007985979
434,0.007740413
435,0.01032772
436,0.011679643
437,0.006428303
438,0.010777735
439,0.014124042
440,0.010801858
441,0.013518804
442,0.012033177
443,0.006172954
444,0.0041505517
445,0.0084598875
446,0.013100184
447,0.0059578456
448,0.0061227996
449,0.0061090253
450,0.0064175576
451,0.010113221
452,0.012679658
453,0.014353645
454,0.008078311
455,0.014966247
456,0.013621329
457,0.0067554917
458,0.006803821
459,0.012961406
460,0.0150169255
461,0.006423353
462,0.0071924953
463,0.0063656857
464,0.010340587
465,0.0053178826
466,0.006331903
467,0.016677829
468,0.0076843826
469,0.0072646774
470,0.0161059
471,0.0039829984
472,0.010712673
473,0.013283907
474,0.007586252
475,0.010221189
476,0.005655555
477,0.00683201
478,0.016486391
479,0.0052736877
480,0.011170858
481,0.009066117
482,0.0054839794
483,0.010291253
484,0.018449606
485,0.0064270124
486,0.019319257
487,0.014273497
488,0.013551175
489,0.0149805145
490,0.005766454
491,0.009232722
492,0.011294517
493,0.01053272
494,0.015939528
495,0.0074885013
496,0.00529553
497,0.006394823
498,0.007560405
499,0.00998509
500,0.02207415
501,0.011240258
502,0.014278754
503,0.0055381814
504,0.007819746
505,0.010183104
506,0.009858758
507,0.00737733
508,0.005643082
509,0.013246401
510,0.010554594
511,0.0075331973
512,0.0067844065
513,0.011251204
514,0.012925401
515,0.011660346
516,0.012235082
517,0.014670157
518,0.0045580436
519,0.007258976
520,0.011178211
521,0.010543424
522,0.009743354
523,0.0051452825
524,0.012163083
525,0.010288223
526,0.009746883
527,0.009532149
528,0.005748203
529,0.0069907354
530,0.013647812
531,0.0056093587
532,0.009553176
533,0.010691846
534,0.01069075
535,0.011408912
536,0.01138487
537,0.010113898
538,0.0140872495
539,0.006376162
540,0.006319088
541,0.0048441812
542,0.00612667
543,0.0069638183
544,0.012009061
545,0.010151909
546,0.007853886
547,0.015416929
548,0.012959197
549,0.013954195
550,0.010482383
551,0.0054604746
552,0.013382924
553,0.008807917
554,0.0059555788
555,0.006865576
556,0.0111775445
557,0.010013393
558,0.0061212713
559,0.005465511
560,0.01062921
561,0.0062861554
562,0.008094984
563,0.007431157
564,0.01436576
565,0.01677649
566,0.006697485
567,0.009925813
568,0.013607438
569,0.017353637
570,0.014782458
571,0.0057031736
572,0.015672298
573,0.010233237
574,0.014301264
575,0.010741117
576,0.004848955
577,0.0056424374
578,0.0072224988
579,0.012031162
580,0.017735237
581,0.011336074
582,0.013143714
583,0.020272395
584,0.0072921
585,0.006700948
586,0.011119702
587,0.009871877
588,0.015222787
589,0.019824766
590,0.006579886
591,0.010570279
592,0.010093149
593,0.0075848596
594,0.012963248
595,0.020722704
596,0.011321828
597,0.010341405
598,0.0072456915
599,0.014902395
600,0.010713403
601,0.008121609
602,0.009049839
603,0.005337936
604,0.0013706686
605,0.005653751
606,0.010299691
607,0.015894076
608,0.010372638
609,0.008639705
610,0.0003718387
611,0.011382938
612,0.011476542
613,0.007488192
614,0.007282404
615,0.010565265
616,0.006378253
617,0.0117715355
618,0.010131458
619,0.010878946
620,0.010490249
621,0.016797734
622,0.0024938046
623,0.016421655
624,0.011320006
625,0.0070116045
626,0.013975146
627,0.0058314716
628,0.015173064
629,0.011196472
630,0.0054780096
631,0.017902145
632,0.006086815
633,0.013923627
634,0.008266672
635,0.010328029
636,0.014065404
637,0.010368461
638,0.00596389
639,0.01198296
640,0.0036173437
641,0.010962852
642,0.008158517
643,0.0056735724
644,0.004990168
645,0.012326985
646,0.014072363
647,0.00609319
648,0.011408751
649,0.014289527
650,0.013092587
651,0.010319089
652,0.007182003
653,0.008756657
654,0.01688762
655,0.00533087
656,0.0029975914
657,0.011321144
658,0.009973158
659,0.011253625
660,0.0137990955
661,0.006353978
662,0.005197468
663,0.016860176
664,0.017274072
665,0.011847225
666,0.005586598
667,0.0074386345
668,0.009565181
669,0.0083639845
670,0.009990839
671,0.00610518
672,0.0134411175
673,0.013289812
674,0.012069728
675,0.014270444
676,0.0109758135
677,0.005309934
678,0.0057604443
679,0.010215977
680,0.00791523
681,0.012505296
682,0.006103824
683,0.014484848
684,0.0072055766
685,0.01069044
686,0.012920486
687,0.011356325
688,0.010306495
689,0.005693756
690,0.018920368
691,0.014091018
692,0.012068267
693,0.011334333
694,0.009341833
695,0.0058193924
696,0.0076912427
697,0.0066343034
698,0.008066903
699,0.011103812
700,0.010231825
701,0.0039604
702,0.010866706
703,0.01679104
704,0.017938934
705,0.011077634
706,0.010028919
707,0.010700023
708,0.007578414
709,0.01041464
710,0.007250878
711,0.004844119
712,0.005528028
713,0.009915347
714,0.011170975
715,0.01081124
716,0.0093555385
717,0.014722173
718,0.010728912
719,0.010326322
720,0.006333122
721,0.011822436
722,0.0130772395
723,0.011701451
724,0.013367461
725,0.015515459
726,0.0060597304
727,0.0023651293
728,0.017508043
729,0.0034149543
730,0.008831562
731,0.01053392
732,0.013478869
733,0.010058142
734,0.005619782
735,0.0058395164
736,0.014884728
737,0.0038983237
738,0.028566616
739,0.007363596
740,0.017502828
741,0.0117465565
742,0.012635213
743,0.0045134434
744,0.008104438
745,0.007457777
746,0.009360991
747,0.0056651877
748,0.013705068
749,0.013505998
750,0.01636171
751,0.0103312805
752,0.0066112103
753,0.0066497764
754,0.0054074796
755,0.0075220624
756,0.013712517
757,0.0110676875
758,0.01613033
759,0.012477045
760,0.0037349842
761,0.009445655
762,0.012121438
763,0.014622268
764,0.009332986
765,0.015314479
766,0.010659237
767,0.01190231
768,0.011420832
769,0.014426836
770,0.013077232
771,0.00788554
772,0.016354788
773,0.0102595175
774,0.008058473
775,0.0060626455
776,0.014557502
777,0.014315884
778,0.014654349
779,0.008961831
780,0.010787469
781,0.010496742
782,0.005853283
783,0.005300074
784,0.018284002
785,0.010594385
786,0.009214072
787,0.011131624
788,0.010846639
789,0.010022566
790,0.007997149
791,0.018428458
792,0.00997697
793,0.012050756
794,0.0114143295
795,0.010780463
796,0.007512645
797,0.021546958
798,0.0041346382
799,0.018963017
800,0.013413391
801,0.016591521
802,0.0076430673
803,0.014401752
804,0.009277322
805,0.016162062
806,0.01130263
807,0.021606205
808,0.008733585
809,0.01420615
810,0.010577126
811,0.009934192
812,0.011938156
813,0.0037420385
814,0.00093769864
815,0.019139722
816,0.0068602683
817,0.007978045
818,0.008837284
819,0.014543223
820,0.011356951
821,0.013362865
822,0.012802393
823,0.013625015
824,0.006543833
825,0.012667171
826,0.010828432
827,0.014600289
828,0.005629544
829,0.015115098
830,0.0055907704
831,0.00898065
832,0.014213697
833,0.0041119484
834,0.0062721
835,0.0075226454
836,0.0067845387
837,0.0065497784
838,0.0075104153
839,0.010540732
840,0.007352435
841,0.0155354375
842,0.0061677927
843,0.0055806935
844,0.005402852
845,0.011334472
846,0.022065608
847,0.010394425
848,0.014612083
849,0.012024458
850,0.014982554
851,0.006603618
852,0.0048580132
853,0.019684704
854,0.008617406
855,0.01358884
856,0.016643858
857,0.014991843
858,0.011669324
859,0.008534606
860,0.01139678
861,0.01944275
862,0.011889956
863,0.013924564
864,0.012791657
865,0.015899794
866,0.01627271
867,0.014152196
868,0.008663524
869,0.0056864293
870,0.0070279576
871,0.008634134
872,0.01019482
873,0.0085780965
874,0.007107266
875,0.0055320607
876,0.011298529
877,0.005927411
878,0.014486252
879,0.00720061
880,0.009968404
881,0.0071088495
882,0.010970688
883,0.0065677715
884,0.005247114
885,0.010618157
886,0.010239652
887,0.005575209
888,0.0064338157
889,0.01686514
890,0.010262252
891,0.017326904
892,0.011748445
893,0.008180722
894,0.0052237324
895,0.014521529
896,0.0071872603
897,0.010357578
898,0.007961838
899,0.011529502
900,0.015042641
901,0.0067172768
902,0.016234709
903,0.013625476
904,0.0073658777
905,0.015566572
906,0.0072041145
907,0.011297974
908,0.011606155
909,0.0053037694
910,0.011627744
911,0.011287775
912,0.012281592
913,0.014116547
914,0.00555268
915,0.010758271
916,0.013635731
917,0.00784679
918,0.010224021
919,0.0068768114
920,0.010543842
921,0.010333418
922,0.005571046
923,0.011901301
924,0.008081368
925,0.011347218
926,0.012555598
927,0.010593486
928,0.010624292
929,0.0038613456
930,0.005568127
931,0.010391981
932,0.014736925
933,0.004584958
934,0.004742625
935,0.009247827
936,0.010851122
937,0.0112287095
938,0.0051209712
939,0.0059590945
940,0.005308179
941,0.008105332
942,0.012088989
943,0.0076824306
944,0.0053724516
945,0.0054801824
946,0.011339321
947,0.010824457
948,0.011894948
949,0.011382958
950,0.020490233
951,0.011174609
952,0.0143447155
953,0.005491575
954,0.0099171335
955,0.01039951
956,0.017548183
957,0.010819365
958,0.009956497
959,0.006040211
960,0.013900629
961,0.011172793
962,0.011229259
963,0.015357456
964,0.010785448
965,0.0058414033
966,0.012017841
967,0.0109712435
968,0.00981791
969,0.006146848
970,0.0099384915
971,0.007560849
972,0.0066267503
973,0.0070056384
974,0.007186071
975,0.014438969
976,0.01019497
977,0.0074020363
978,0.0053964313
979,0.014056983
980,0.008505072
981,0.005901764
982,0.020339563
983,0.010353512
984,0.013346898
985,0.0052424297
986,0.012687297
987,0.015221153
988,0.009472948
989,0.011196141
990,0.0058707623
991,0.013659973
992,0.0066615343
993,0.016894476
994,0.015973866
995,0.01717375
996,0.01017022
997,0.011296857
998,0.014047365
999,0.010816463
1000,0.005996204
1001,0.0067865085
1002,0.014095229
1003,0.0052235853
1004,0.010312001
1005,0.009531357
1006,0.01347559
1007,0.0054458054
1008,0.0065078195
1009,0.011564193
1010,0.012108826
1011,0.010071768
1012,0.010611285
1013,0.0098013645
1014,0.0075595817
1015,0.015686445
1016,0.0062133055
1017,0.014777186
1018,0.006804199
1019,0.007178113
1020,0.011176425
1021,0.0057419147
1022,0.010450036
1023,0.009722388
1024,0.0066245953
1025,0.0077480096
1026,0.00937986
1027,0.009781263
1028,0.0075843018
1029,0.014829126
1030,0.006712422
1031,0.012045424
1032,0.00596183
1033,0.014869646
1034,0.007060786
1035,0.0074932855
1036,0.011059134
1037,0.00568314
1038,0.0137957735
1039,0.014153319
1040,0.01629437
1041,0.014070551
1042,0.019934626
1043,0.0066772783
1044,0.011445792
1045,0.006148382
1046,0.0068804957
1047,0.014203315
1048,0.00665789
1049,0.007592787
1050,0.015335971
1051,0.010469519
1052,0.005939466
1053,0.010472888
1054,0.015302316
1055,0.013991666
1056,0.012234704
1057,0.02039223
1058,0.0117211975
1059,0.011146669
1060,0.013201049
1061,0.010509989
1062,0.015208653
1063,0.011288623
1064,0.0153339235
1065,0.013860101
1066,0.0152967
1067,0.008275956
1068,0.0035515858
1069,0.018226122
1070,0.011279044
1071,0.011440233
1072,0.014922637
1073,0.0054769656
1074,0.011356409
1075,0.012310498
1076,0.010673144
1077,0.0130361775
1078,0.009500182
1079,0.006218423
1080,0.005335478
1081,0.015337112
1082,0.010296701
1083,0.007514287
1084,0.010703069
1085,0.0074860584
1086,0.010375857
1087,0.007625171
1088,0.005720334
1089,0.0142496945
1090,0.013011582
1091,0.005063991
1092,0.011852712
1093,0.013097803
1094,0.010467264
1095,0.0121280225
1096,0.00526541
1097,0.01642126
1098,0.0066563888
1099,0.0061693424
1100,0.016350806
1101,0.009607456
1102,0.007151303
1103,0.013652471
1104,0.01372631
1105,0.013050084
1106,0.015177979
1107,0.0135381
1108,0.011379093
1109,0.0105580855
1110,0.013385997
1111,0.0065966565
1112,0.015402031
1113,0.005698881
1114,0.010622184
1115,0.011942203
1116,0.008520112
1117,0.0139047755
1118,0.013841551
1119,0.010672945
1120,0.008075147
1121,0.0048417356
1122,0.015018535
1123,0.006040912
1124,0.0133052515
1125,0.0053291284
1126,0.010510529
1127,0.019946618
1128,0.011270946
1129,0.0058402466
1130,0.012874304
1131,0.0075202743
1132,0.0068554357
1133,0.0050717844
1134,0.014671705
1135,0.0041218027
1136,0.011342227
1137,0.0067327246
1138,0.010801555
1139,0.010439563
1140,0.0053335195
1141,0.007410907
1142,0.007491757
1143,0.01337714
1144,0.0151134515
1145,0.0062691
1146,0.012843293
1147,0.014998759
1148,0.013416088
1149,0.007208337
1150,0.011206549
1151,0.010126407
1152,0.0063355165
1153,0.0043652216
1154,0.005385873
1155,0.009414447
1156,0.006034648
1157,0.011376404
1158,0.00685432
1159,0.010153813
1160,0.015609064
1161,0.010619304
1162,0.01233306
1163,0.010934596
1164,0.009120508
1165,0.006935388
1166,0.0062469197
1167,0.013218964
1168,0.017062882
1169,0.010729765
1170,0.016898273
1171,0.0065991348
1172,0.012039595
1173,0.01103999
1174,0.015471467
1175,0.0073355064
1176,0.013741135
1177,0.012101679
1178,0.011663501
1179,0.013361015
1180,0.0103649255
1181,0.010781326
1182,0.009309967
1183,0.0068585826
1184,0.015127779
1185,0.010108341
1186,0.0072791837
1187,0.011969741
1188,0.009652912
1189,0.0077669127
1190,0.010010438
1191,0.0038188433
1192,0.007007667
1193,0.012485237
1194,0.011574057
1195,0.006226832
1196,0.016577972
1197,0.0067387987
1198,0.016105888
1199,0.005502226
1200,0.010787138
1201,0.015742064
1202,0.013322719
1203,0.007464097
1204,0.008917012
1205,0.014989109
1206,0.0062424876
1207,0.010173292
1208,0.015183649
1209,0.011818052
1210,0.0102144545
1211,0.012250408
1212,0.011138483
1213,0.011539733
1214,0.006409758
1215,0.007891114
1216,0.02031065
1217,0.014745113
1218,0.015174945
1219,0.005548509
1220,0.010538504
1221,0.006254199
1222,0.010458109
1223,0.005857828
1224,0.009868474
1225,0.015111524
1226,0.010644629
1227,0.005266836
1228,0.007841184
1229,0.012603249
1230,0.0073996475
1231,0.010187581
1232,0.0057884995
1233,0.010461313
1234,0.0047817277
1235,0.0057487823
1236,0.0062393025
1237,0.012301522
1238,0.014021155
1239,0.021108994
1240,0.013530449
1241,0.0042935163
1242,0.0078020897
1243,0.007356272
1244,0.009141315
1245,0.0041621495
1246,0.0062781144
1247,0.008976798
1248,0.014328455
1249,0.008556011
1250,0.009882598
1251,0.008059319
1252,0.015922958
1253,0.006795616
1254,0.0043452093
1255,0.011719107
1256,0.01048729
1257,0.009947521
1258,0.0108994795
1259,0.014523382
1260,0.010721463
1261,0.011086627
1262,0.013881326
1263,0.013236734
1264,0.00705121
1265,0.012203058
1266,0.012243592
1267,0.0067738313
1268,0.010347302
1269,0.0055960547
1270,0.010146489
1271,0.011189382
1272,0.006068849
1273,0.013014031
1274,0.007670058
1275,0.010019875
1276,0.01409597
1277,0.010248517
1278,0.0136744715
1279,0.021119207
1280,0.010044494
1281,0.01061808
1282,0.0103332605
1283,0.011283891
1284,0.016084377
1285,0.013914567
1286,0.014151999
1287,0.005748204
1288,0.017075144
1289,0.015532923
1290,0.010947019
1291,0.017997386
1292,0.021515226
1293,0.012330429
1294,0.00748079
1295,0.014136258
1296,0.007990245
1297,0.010465599
1298,0.011163747
1299,0.0104588065
1300,0.0094455695
1301,0.00784707
1302,0.020076064
1303,0.0101937475
1304,0.010953286
1305,0.0077052787
1306,0.007499558
1307,0.01019745
1308,0.0074887127
1309,0.01854352
1310,0.014201983
1311,0.015885161
1312,0.0051424243
1313,0.013358548
1314,0.006279232
1315,0.014249575
1316,0.011835723
1317,0.008067435
1318,0.0063107545
1319,0.009213203
1320,0.0074063595
1321,0.010361252
1322,0.011449612
1323,0.006784898
1324,0.0069897575
1325,0.015881957
1326,0.0057972632
1327,0.01475131
1328,0.015213945
1329,0.013335447
1330,0.014465784
1331,0.0057882806
1332,0.0073566893
1333,0.0075183036
1334,0.0065768845
1335,0.0110786995
1336,0.0057612443
1337,0.012216085
1338,0.0072943065
1339,0.014800985
1340,0.010837297
1341,0.01380265
1342,0.0061885808
1343,0.010099582
1344,0.010503366
1345,0.0065855393
1346,0.009279142
1347,0.011427687
1348,0.0063687097
1349,0.013049702
1350,0.006737183
1351,0.011472645
1352,0.0075167194
1353,0.006830738
1354,0.0132080475
1355,0.005959724
1356,0.011099494
1357,0.012882627
1358,0.008235526
1359,0.0141648995
1360,0.0148501275
1361,0.008791981
1362,0.010547572
1363,0.013694459
1364,0.014697016
1365,0.008998592
1366,0.010119849
1367,0.0056844475
1368,0.0068543227
1369,0.006279434
1370,0.0069460673
1371,0.011402159
1372,0.015373348
1373,0.010328966
1374,0.0061352365
1375,0.011584741
1376,0.00955948
1377,0.010665161
1378,0.0085618915
1379,0.014005507
1380,0.013907701
1381,0.012888805
1382,0.011501293
1383,0.006590559
1384,0.0116450535
1385,0.01712659
1386,0.010558116
1387,0.010223206
1388,0.005478491
1389,0.011172903
1390,0.01082076
1391,0.0075692898
1392,0.0097602075
1393,0.005419557
1394,0.008013154
1395,0.015147801
1396,0.00788531
1397,0.0077737086
1398,0.010622338
1399,0.010141469
1400,0.006883501
1401,0.009854293
1402,0.004764961
1403,0.0057346895
1404,0.010367743
1405,0.010704906
1406,0.013007727
1407,0.008148045
1408,0.012339459
1409,0.0057715056
1410,0.007268534
1411,0.011914312
1412,0.006252966
1413,0.010436614
1414,0.011321
1415,0.011362385
1416,0.013777473
1417,0.0061912453
1418,0.009848145
1419,0.006033728
1420,0.0047032684
1421,0.018359216
1422,0.011351125
1423,0.010630896
1424,0.010796748
1425,0.010801797
1426,0.01100869
1427,0.010416642
1428,0.008503734
1429,0.006353325
1430,0.011887598
1431,0.015515587
1432,0.0058575636
1433,0.011313827
1434,0.006445988
1435,0.012539463
1436,0.008818698
1437,0.0070099356
1438,0.009870539
1439,0.011260949
1440,0.0151497135
1441,0.00822823
1442,0.01003071
1443,0.014957356
1444,0.017415049
1445,0.009626823
1446,0.0140681835
1447,0.012334692
1448,0.0066499934
1449,0.012450672
1450,0.011227778
1451,0.010092399
1452,0.010420331
1453,0.007835535
1454,0.006457365
1455,0.006640123
1456,0.011277041
1457,0.012086291
1458,0.007953129
1459,0.014376798
1460,0.011098854
1461,0.006556933
1462,0.0037490756
1463,0.009845254
1464,0.012568985
1465,0.010614178
1466,0.0081130285
1467,0.0029645471
1468,0.019859483
1469,0.010366441
1470,0.008383321
1471,0.011265938
1472,0.005402351
1473,0.007598985
1474,0.01498076
1475,0.011663263
1476,0.009840336
1477,0.022691725
1478,0.011547415
1479,0.01129797
1480,0.0061680395
1481,0.012971612
1482,0.0066349423
1483,0.013578941
1484,0.0154405655
1485,0.005917577
1486,0.0075583765
1487,0.012002845
1488,0.016638791
1489,0.006898528
1490,0.010150759
1491,0.020055039
1492,0.006338535
1493,0.014274525
1494,0.01679013
1495,0.012300458
1496,0.014381667
1497,0.006915733
1498,0.00379182
1499,0.014752307
1500,0.01318241
1501,0.013523274
1502,0.009652749
1503,0.006495334
1504,0.008491916
1505,0.007421837
1506,0.00011010212
1507,0.010198393
1508,0.011427897
1509,0.0067306748
1510,0.018151933
1511,0.010335281
1512,0.013154301
1513,0.013884609
1514,0.021115428
1515,0.01099963
1516,0.0067089237
1517,0.004928532
1518,0.0155514
1519,0.010376009
1520,0.010097082
1521,0.011297176
1522,0.014854769
1523,0.015643349
1524,0.0056898985
1525,0.012241736
1526,0.0062924037
1527,0.011835723
1528,0.008001486
1529,0.0072036497
1530,0.008799915
1531,0.012306484
1532,0.013439153
1533,0.00626362
1534,0.014679368
1535,0.005266836
1536,0.010395782
1537,0.015216847
1538,0.014936912
1539,0.011616958
1540,0.0055903513
1541,-0.00020347931
1542,0.0058006085
1543,0.0149735
1544,0.017057493
1545,0.014664595
1546,0.005219644
1547,0.013673484
1548,0.010635617
1549,0.006109683
1550,0.01436066
1551,0.0067203073
1552,0.006838682
1553,0.0052200956
1554,0.0062633744
1555,0.013688556
1556,0.005960216
1557,0.010833315
1558,0.0063682217
1559,0.0062428294
1560,0.013304651
1561,0.0060757305
1562,0.0042119967
1563,0.014364702
1564,0.0077371886
1565,0.0057406174
1566,0.010832495
1567,0.010706108
1568,0.008013978
1569,0.009373263
1570,0.013438732
1571,0.010194798
1572,0.018668422
1573,0.013517498
1574,0.020664033
1575,0.0118543
1576,0.007743638
1577,0.005448454
1578,0.0136525305
1579,0.01146021
1580,0.016247632
1581,0.005788585
1582,0.01010155
1583,0.0047817277
1584,0.011275691
1585,0.009536981
1586,0.0071207294
1587,0.005158092
1588,0.0071812514
1589,0.013941271
1590,0.0040047895
1591,0.011984832
1592,0.0058591217
1593,0.011217474
1594,0.010896465
1595,0.011906791
1596,0.009332473
1597,0.0119034285
1598,0.011465952
1599,0.006454522
1600,0.010386939
1601,0.006352457
1602,0.014865895
1603,0.0055497363
1604,0.007575062
1605,0.015782654
1606,0.006596201
1607,0.012361583
1608,0.010955493
1609,0.0104473
1610,0.0074324766
1611,0.010497154
1612,0.012893054
1613,0.008833301
1614,0.013128462
1615,0.0072696125
1616,0.011326884
1617,0.005451707
1618,0.011090958
1619,0.0060350597
1620,0.0125021245
1621,0.012683022
1622,0.019659078
